序号,section,题号,单词,音标,释义
3096,S84,Q9,picky,[?p?ki],"挑剔的；吹毛求疵的  fussy,?choosy"
3097,S84,Q9,voracious,[v??re???s],贪婪的，贪吃的  having a huge appetite : ravenous
3098,S84,Q9,omnivorous,[ɑm?n?v?r?s],"1.  杂食的  eating?both?plants?and?animals
2.  什么都读的  eager to learn?about?many?different?things"
3099,S84,Q10,slippery,[?sl?p?ri],"1.模棱两可的  not precise or fixed in meaning : elusive , ambiguous
2.狡猾的  not to be trusted: tricky"
3100,S84,Q10,elusive,[??lus?v],"1.  难以表述的  难懂的  hard to understand, define, or remember; slippery
2.  难以捕捉的  hard to find or capture"
3101,S84,Q10,futile,[?fj?ta?l],无用的，无效的  having no result or effect : pointless?or?useless
3102,S85,Q1,sham,[??m],"假的  not real : false,?feigned"
3103,S85,Q1,fissure,[?f???],"裂开；分裂  crack,?divide"
3104,S85,Q2,laud,[l??d],"赞美；称赞  praise,?acclaim"
3105,S85,Q2,excoriate,[?eks?k??rie?t],严厉批评  to criticize?someone or something very?harshly
3106,S85,Q3,lambast,[l?m'best],严厉批评  to criticize someone or something very harshly?:?censure
3107,S85,Q4,inertia,[??n???],"惰性，迟钝  indisposition to motion, exertion, or change : inertness"
3108,S85,Q5,vanish,[?v?n??],消失  to pass quickly from sight : disappear
3109,S85,Q5,paucity,[?p??s?ti],缺乏，少量  a small?number?of something
3110,S85,Q5,provenance,[?prɑ?v?n?ns],"出处，起源  origin,?source"
3111,S85,Q5,standstill,[?st?ndst?l],停止  a state in which all?activity?or?motion?is?stopped
3112,S85,Q6,transient,[?tr?nz?rnt],短暂的  not?lasting?long
3113,S85,Q6,transcendent,[tr?n?s?nd?nt],卓越的；超常的  far?better?or?greater than what is usual
3114,S85,Q6,antiquated,[??nt?kwet?d],古老的;  过时的  very old-fashioned?or?obsolete
3115,S85,Q7,plunder,[?pl?nd?],"掠夺  to take the goods of by force    : pillage,?sack"
3116,S85,Q7,glut,[ɡl?t],"1.  供过于求  supply with an excess of : flood, oversupply
2.  使…充满  overeat or eat immodestly; make a pig of oneself: ingurgitate"
3117,S85,Q7,hodgepodge,[?hɑd?pɑd?],大杂烩  a mixture of different things
3118,S85,Q7,surfeit,[?s??rf?t],过多的，多余的  an overabundant supply : excess
3119,S85,Q7,modicum,[?mɑ?d?k?m],少量，一点点??a?small?amount
3120,S85,Q7,dearth,[d??rθ],"缺乏，不足  If there is a dearth of something, there is not?enough of it."
3121,S85,Q8,lull,[l?l],"1.  麻痹，使放松警惕       to make someone feel safe and confident so that they are completely surprised when something bad happens：lull?sb?into?(doing)?sth
2.  使平静下来；使昏昏欲睡     to make someone?feel?calm or as if they want to sleep 3.(活动或噪声的)暂停，暂时平静期  a brief time when an action or activity stops"
3122,S85,Q8,sleek,[slik],光滑的  smooth?and?shiny
3123,S85,Q8,tenacity,[t??n?s?ti],执着  very determined?and?do?not?give?up easily
3124,S85,Q8,resourcefulness,[r?'s?rsf?ln?s],足智多谋  able to deal?well?with?new?or?difficult?situations and to find soultions to problems
3125,S85,Q9,inconsequential,[?n?kɑ?ns??kwen?l],不重要的;  微不足道的;  无足轻重的  not?important
3126,S85,Q9,capricious,[k??pr???s],"反复无常的;  易变的  changing often and quickly : impulsive,?unpredicatable"
3127,S85,Q9,strenuous,[?str?nju?s],费力的，艰苦的  requiring or showing great?energy?and?effort
3128,S85,Q10,rehash,[?ri??h??],改作；再处理  to present something again in a slightly different form: recycle
3129,S86,Q1,vulnerable,[?v?ln?r?bl],"1.  易受伤害的  easily?hurt?or?harmed physically mentally, or emotionally
2.  易受攻击  open to attack, harm, or damage : assailable"
3130,S86,Q2,far-fetched,['fɑ:'fet?t],??unlikely?to?be?true or to happen ; improbable
3131,S86,Q2,soft-pedal,"[,s?ft'p?d?l]","使显得不那么重要[紧迫]，淡化     to make something seem less important or less urgent than it
really is"
3132,S86,Q2,extol,[?k?stol],颂扬；赞美  to praise?highly : glorify
3133,S86,Q2,deprecate,[?depr?ke?t],反对；抨击  to criticize?or?express?disapproval?of someone or something
3134,S86,Q3,puncture,[?p??kt??],"削弱  to weaken,?damage,?or?destroy suddenly or in a way that causes surprise or
embarrassment"
3135,S86,Q3,warp,[w?rp],曲解  distort
3136,S86,Q4,putative,[?pju?t?t?v],"推定的；  被普遍认为的    assumed?to?exist or to have existed  ；commonly?accepted or
supposed"
3137,S86,Q4,understate,['?nd?'stet],有节制的陈述表达／没有充分地陈述实情/轻描淡写的报道  to state or present with restraint??：to describe sth in a way that makes it seem less important or serious than it really is.
3138,S86,Q4,partisanship,[?pɑ?t?z?n??p],"盲目支持/偏袒  Partisanship is support?for?a?person?or?group?without?fair consideration of the
facts and circumstances: partiality"
3139,S86,Q5,superintendent,[?sup?r?n?t?nd?nt],负责人；主管  one who?has?executive?oversight?and?charge
3140,S86,Q5,vindication,[?v?nd??ke??n],辩护；证明无罪  an act of vindicating : defense
3141,S86,Q5,credit,['kr?d?t],"1.  相信；信赖  to trust in the truth of :  ??believe????
2.  赞扬  If you get the credit for something good, people praise you because you are
responsible for it, or are thought to be responsible for it."
3142,S86,Q5,grouchiness,['ɡraut?inis],不高兴，发牢骚  tending to complain about things : having a bad?temper
3143,S86,Q6,indifferent,[?n?d?fr?nt],"1.  没兴趣的，冷淡的  marked by a lack of enthusiasm : apathetic
2.  公正的  marked by impartiality : unbiased"
3144,S86,Q7,acrimony,[?kr?mo?ni],尖刻，严厉  bitter?and?angry feelings
3145,S86,Q7,pertinacity,[?p??t??n?s?ti],"顽固；执拗  adhering?resolutely to an opinion, purpose, or design"
3146,S86,Q7,civility,[s??v?l?ti],"礼貌  courtesy,?politeness"
3147,S86,Q7,comity,[?kɑm?ti],和谐，友善  friendly social atmosphere : social harmony
3148,S86,Q8,moribund,[?m??r?b?nd],垂死的;  奄奄一息的  no?longer?active?or?effective : close to failure
3149,S86,Q8,assuming,[??su?m??],"傲慢的  pretentious,?presumptuous"
3150,S86,Q8,check,[t??k],抑制  to restrain or diminish the action or force of    : control
3151,S86,Q8,downplay,[?da?n?ple],不予重视  to make something seem smaller?or?less?important
3152,S86,Q9,vilify,[?v?l?fa?],诽谤，中伤  to say?or?write?very?harsh?and?critical?things about someone or something
3153,S86,Q9,stymie,[?sta?mi],阻挠，妨碍  to present?an?obstacle to
3154,S86,Q9,aggrieve,[??gri?v],使痛苦  to give pain or trouble to :?distress
3155,S86,Q9,circumvent,[?s??rk?m?vent],"1.〔尤指巧妙或不诚实地〕回避，规避〔含贬义〕to avoid?a?problem or rule that restricts you, especially in?a?clever?or?dishonest?way—used to show disapproval
2.〔改道〕绕开，避开〔某物〕to avoid?something?by?changing?the?direction?in which you are travelling"
3156,S86,Q10,provocative,[pr??vɑk?t?v],"1.  引发讨论的  ，思考的，争论的  causing?discussion,?thought,?argument, etc.    Provocative book .
2  挑衅的 If you describe something as provocative, you mean that it is intended to make
people?react?angrily or argue against it."
3157,S86,Q10,exhilarate,[?ɡ?z?l?re?t],使高兴，使振奋  to cause someone to feel?very?happy?and?excited
3158,S87,Q1,synthesis,[?s?nθ?s?s],综合  something that is made?by?combining?different?things
3159,S87,Q1,conjecture,[k?n?d??kt??],(无根据)推测  an opinion or idea formed without?proof?or?sufficient?evidence
3160,S87,Q1,accretion,[??kri??n],增加，累积  something that has grown?or?accumulated?slowly
3161,S87,Q2,redundant,[r??d?nd?nt],多余的  exceeding what is necessary or normal : superfluous
3162,S87,Q2,anathema,[??n?θ?m?],令人非常厌恶的事  someone or something that is very?strongly?disliked
3163,S87,Q2,meretricious,[?mer??tr???s],俗气的  attractive?in?a?cheap?or?false?way
3164,S87,Q3,pedestrian,[p??d?str??n],"无聊乏味的，没有想象力的  not interesting or unusual : commonplace,?unimaginative"
3165,S87,Q3,esoteric,[?es??ter?k],"深奥的,只有内行才懂的  known and    understood?by?only?a?few?people??  who have special
knowledge about something"
3166,S87,Q4,unproductive,['?npr?'d?kt?v],not producing desired results.
3167,S87,Q5,sporadically,[sp??r?d?kli],"零星的  occuring occasionally,?singly,?or?in?irregular?or?random instances"
3168,S87,Q5,mask,[m?sk],掩饰，遮盖  keep something from?being?known?or?noticed
3169,S87,Q5,obviate,[?ɑ?bvie?t],"消除;  使...成为不必要     to make something no?longer?necessary : to prevent?or?avoid
something"
3170,S87,Q6,relish,[?r?l??],享受  to enjoy?or?take?pleasure in something
3171,S87,Q6,chaotic,[ke?ɑt?k],混乱的  a state of complete disorder?and?confusion
3172,S87,Q6,choreograph,['k?r??grɑ?f],"筹划(或计划)…的活动；安排…的细节  to arrange or direct the movements ,progress,or details
of : a carefully choreographed meeting ."
3173,S87,Q6,rattle,[?r?tl],"1.  使慌张，使紧张  to make sb lose?confidence?or?become?nervous
2.  发出嘎嘎声  to make?a?rapid?succession?of?short?sharp?noises
3.  喋喋不休  to chatter?incessantly?and?aimlessly"
3174,S87,Q6,bolster,[?bolst?],增强，支持  to make something stronger?or?better : to give support to something
3175,S87,Q7,exiguous,[eɡ?z?ɡju?s],稀少的，不足的  inadequate
3176,S87,Q7,tenuous,[?tenju?s],"1.  脆弱的  not certain, definite, or strong : flimsy,?weak,?or?uncertain
2.  稀薄的，少量的  very?thin"
3177,S87,Q7,unrelenting,[??nr??l?nt??],"1.  不留情面地坚持的  not softening or yielding in determination : hard,?stern
2.  不屈不挠的  not letting up or weakening in vigor or pace : constant"
3178,S87,Q8,compliment,[?kɑmpl?m?nt],"赞美  an expression of esteem, respect, affection, or admiration; especially : an admiring
remark"
3179,S87,Q8,paltry,[?p??ltri],"1.  少的  very small?or too small in amount
2.  微不足道的  having little?meaning,?importance,?growth"
3180,S87,Q8,heartfelt,[?hɑrtf?lt],真诚的，衷心的  very sincere : earnest
3181,S87,Q8,meager,[?mi?g?],少的  very small or too?small?in?amount
3182,S87,Q8,plausible,[?pl?z?bl],possibly true：  believable or realistic
3183,S87,Q9,impartiality,[??m?pɑ??i??l?ti],公平公正  treating all people and groups equally : not?partial?or?biased
3184,S87,Q10,envisage,[?n?v?z?d?],想象，设想  to picture?something in your mind
3185,S88,Q1,bristle,[?br?sl],发怒  to become?angry
3186,S88,Q1,elusive,[??lus?v],"1.  难以表述的  难懂的  hard to understand, define, or remember; slippery
2.  难以捕捉的  hard to find or capture"
3187,S88,Q1,unfathomable,[?n?f???m?bl],深不可测的，难以理解的??impossible?to?understand
3188,S88,Q2,sluggish,[?sl?ɡ??],"缓慢的;  迟钝的  moving slowly or lazily : indolent,?torpid"
3189,S88,Q2,obviates,[??bvi:?e?ts],"消除;  使...成为不必要     to make something no?longer?necessary : to prevent?or?avoid
something"
3190,S88,Q2,circumvent,[?s??rk?m?vent],"1.〔尤指巧妙或不诚实地〕回避，规避〔含贬义〕to avoid?a?problem or rule that restricts you, especially in?a?clever?or?dishonest?way—used to show disapproval
2.〔改道〕绕开，避开〔某物〕to avoid?something?by?changing?the?direction?in which you are travelling"
3191,S88,Q2,perpetuate,[p??p?t?uet],使永恒  to make?perpetual?or cause to last indefinitely
3192,S88,Q3,strewn,[stru:n],"散落的  If a place is strewn with things, they are lying scattered there."
3193,S88,Q3,convergent,[k?n?v?d??nt],"会聚的  (of two or more lines, paths, etc) moving?towards?or?meeting?at?some?common?point"
3194,S88,Q3,disparate,[?d?sp?r?t],"迥然不同的  containing or made up of fundamentally?different and often incongruous
elements"
3195,S88,Q3,germane,[d???men],有密切关系的  relating?to?a subject in an appropriate way
3196,S88,Q3,subordinate,[s??b?d?net],次要的;  从属的  less?important than someone or something else
3197,S88,Q4,overwrought,[?o?v?r?r??t],"极度情绪化的，神经很紧张的，十分忧虑的  very?upset,?nervous,?and?worried  ；deeply?agitated especially from emotion"
3198,S88,Q4,panegyric,[?p?n??d??r?k],颂词，赞颂  formal or elaborate praise
3199,S88,Q4,calumny,[?k?l?mni],诽谤；中伤  an untrue statement that is made to?damage?someone's?reputation
3200,S88,Q4,fulmination,[?f?lm??ne??n],严词谴责  to utter or send out with denunciation
3201,S88,Q5,opaque,[o?pek],"1.  难理解的  difficult?to?understand    or explain
2.  不透光的  not letting light through : not?transparent"
3202,S88,Q6,discrepancy,[d?s?kr?p?nsi],差异  a difference especially between things that should be the same
3203,S88,Q6,fusty,[?f?sti],(思想或态度)守旧的  very?old-fashioned
3204,S88,Q6,anachronistic,[??n?kr??n?st?k],"1.  时代错误的  something such as a word, an object, or an event that is mistakenly placed in a time where it does not belong in a story, movie, etc.
2.  过时的  ??out?of?date or old-fashioned"
3205,S88,Q6,dogmatic,[d??ɡ?m?t?k],"1.  自以为是的  expressing personal?opinions?or?beliefs as if they are certainly correct and cannot be doubted
2.  教条的  of or relating to dogma"
3206,S88,Q6,recapitulate,[?ri?k??p?t?ule?t],概括  to give?a?brief?summary of something
3207,S88,Q6,forswear,[f?r?sw?r],发誓放弃  to promise?to?give?up something or to stop doing something
3208,S88,Q6,qualify,[?kwɑl??fa?],"1.  限制，修改  to limit?or?modify the meaning of
2.  具体说明，使语气缓和  If you qualify a statement, you make?it?less?strong?or?less?general?by
adding?a?detail?or?explanation?to?it."
3209,S88,Q7,plausible,[?pl?z?bl],possibly true：  believable or realistic
3210,S88,Q7,conceivable,[k?n'siv?bl],possilbe or imaginable：able to be believed or imagined
3211,S88,Q8,totemic,[t?u'temik],图腾的  based on or practicing totemism
3212,S88,Q8,iconoclastic,[?kɑ?n??kl?st?k],"〔思想、意见、著作等〕反传统观念和习俗的     iconoclastic ideas, opinions, writings etc attack
established beliefs and customs"
3213,S88,Q8,protean,[?pro?ti?n],"1.  多变的;  变化多端的  able to change into many different forms or able to do many different things
2.  多用途的  displaying great diversity or variety : versatile"
3214,S88,Q8,emblematic,[?embl??m?t?k],"象征的  symbolic,?representative"
3215,S88,Q9,precarious,[pr??k?r?r??s],"(情况)不稳定的，危险的  If your situation is precarious, you are not in complete control of events and might fail in what you are doing at any moment."
3216,S88,Q9,clandestine,[kl?n?dest?n],"(常指非法地)暗中的；秘密的  Something that is clandestine is hidden or kept secret,often
because it is illegal."
3217,S88,Q9,covert,[?kov?t],"隐秘的  made, shown, or done in a way that is not easily seen or noticed : secret?or?hidden"
3218,S88,Q10,aspersion,[??sp????n],"中伤，诽谤  a false or misleading charge meant to harm someone's reputation【拓研教育：
YunMengZe1020】"
3219,S88,Q10,commendation,[?kɑ?men?de??n],赞扬  compliment
3220,S88,Q10,whim,[w?m],"突发的念头  a?sudden?wish,?desire,?decision, etc."
3221,S88,Q10,slur,[sl?],诽谤  aspersion
3222,S89,Q1,metaphorical,[?met??f??r?kl],"比喻意义上的  You use the word metaphorical to indicate that you are not using words with their ordinary meaning, but are describing?something?by?means?of?an?image?or?symbol."
3223,S89,Q1,sectarian,[sek?teri?n],"1.  宗派的  relating to?religious?or?political?sects and the differences between them
2.  偏狭的  limited in character or scope : parochial"
3224,S89,Q1,baroque,[b??ro?k],冗长复杂的  having many details or too many details
3225,S89,Q2,clandestine,[kl?n?dest?n],"(常指非法地)暗中的；秘密的  Something that is clandestine is hidden or kept secret,often
because it is illegal."
3226,S89,Q2,redundant,[r??d?nd?nt],多余的  exceeding what is necessary or normal : superfluous
3227,S89,Q2,expeditious,[??ksp??d???s],迅速的；敏捷的  acting or done?in?a?quick?and?efficient?way
3228,S89,Q3,avid,['?v?d],"characterized by enthusiasm?and?vigorous?pursuit?(avid?readers)??  ; very eager: wanting sth
very much"
3229,S89,Q3,purview,[?p??rvju?],"范围  an area within which someone or something has authority, influence, or knowledge"
3230,S89,Q3,contingency,[k?n?t?nd??nsi],可能发生的事  something such as an emergency that might?happen
3231,S89,Q4,remunerative,[r??mju?n?r?t?v],有报酬的  paying a?lot?of?money
3232,S89,Q4,spartan,[?spɑ?rtn],"简朴的  maked by simplicity,?frugality,?or?avoidance?of?luxury?and comfort"
3233,S89,Q5,lurk,[l?k],潜伏  to be in?a?hidden?place
3234,S89,Q5,raillery,[?re?l?ri],善意的嘲弄;  玩笑  good-natured ridicule :?banter
3235,S89,Q5,effusiveness,[e'fju:sivnis],热情洋溢  expressing?a?lot?of?emotion
3236,S89,Q5,forbearance,[f?r?b?r?ns],"忍耐；宽容  the quality of someone who is patient?and able to deal with a difficult person or
situation without becoming angry"
3237,S89,Q5,madcap,[?m?dk?p],鲁莽的  very foolish?or?silly
3238,S89,Q5,lugubrious,[l??ɡu?bri?s],悲哀的;  伤心的  full of sadness or sorrow : mournful
3239,S89,Q5,facetious,[f??si??s],(在不当的场合)开玩笑的  joking or jesting often inappropriately : waggish
3240,S89,Q5,beguiling,[b??ɡa?l??],迷人的  Something that is beguiling is charming?and?attractive.
3241,S89,Q6,dismiss,[d?s'm?s],"（因为你觉得 sth 不重要等）拒绝考虑，否定  to refuse to consider someone's idea, opinion etc,
because you think it?is?not?serious,?true,?or?important"
3242,S89,Q6,taint,[tent],玷污  to hurt?or?damage?the?good?condition of something
3243,S89,Q7,obviate,[?ɑ?bvie?t],"消除;  使...成为不必要     to make something no?longer?necessary : to prevent?or?avoid
something"
3244,S89,Q7,diminish,[d??m?n??],"使减少;  变少  to become or to cause something to become?less in size, importance,etc."
3245,S89,Q8,eccentricity,[??ks?n?tr?s?ti],古怪  the quality of being?strange?or?unusual in behavior
3246,S89,Q8,predilection,[?predl?ek?n],倾向  a natural?liking for something
3247,S89,Q8,vacillation,[?v?s??le??n],"犹豫不决，踌躇  inability to take a stand : irresolution,?indecision"
3248,S89,Q8,proclivity,[pr??kl?v?ti],倾向  a strong?natural?liking?for something that is usually bad
3249,S89,Q8,waver,[?we?v?r],"犹豫不决，踌躇     to vacillate irresolutely between choices : fluctuate in opinion, allegiance, or
direction"
3250,S89,Q8,cowardice,[?ka??d?s],胆小，怯懦??lack?of?courage or resolution
3251,S89,Q9,proliferate,[pr??l?f?re?t],激增  to?increase in number or amount quickly
3252,S89,Q9,stagnate,[st?ɡ?net],"停滞不前  to stop?developing,?progressing,?moving, etc. : to be stagnant"
3253,S89,Q9,coalesce,[?ko???les],合并  to come?together to form one group or mass
3254,S89,Q10,implausible,[?m?pl??z?bl],难以置信的  not?believable?or?realistic
3255,S89,Q10,incredible,[?n?kr?d?bl],"1.  难以置信的  difficult?or?impossible?to?believe
2.  极好的  extremely?good, great, or large"
3256,S90,Q1,benighted,[b??na?t?d],愚昧的  having no?knowledge?or?education
3257,S90,Q1,multitudinous,[?m?lt??tu?d?n?s],大量的  very?many
3258,S90,Q1,obtuseness,[?b'tju:snis],迟钝；愚笨  stupid?or?unintelligent
3259,S90,Q1,mendacity,[men?d?s?ti],谎言；虚伪  lack?of?honesty : the condition of being mendacious
3260,S90,Q1,abnegation,[??bn??ɡe??n],拒绝；放弃  denial
3261,S90,Q1,guilelessness,[?ɡa?ll?s],"朴实  innocent,?naive"
3262,S90,Q1,trenchancy,['tr?nt??nsi],锐利；鲜明  the quality or state of being trenchant
3263,S90,Q2,superfluous,[s??p?fl??s],多余的，不必要的  beyond what is needed : not?necessary
3264,S90,Q3,inconsequential,[?n?kɑ?ns??kwen?l],不重要的;  微不足道的;  无足轻重的  not?important
3265,S90,Q3,negate,[n??ɡe?t],"1.  使无效  to cause something to not?be?effective
2.  否定  to deny the existence or truth of"
3266,S90,Q4,unwavering,[?n?we?v?r??],"坚定的；不动摇的  If you describe a feeling or attitude as unwavering, you mean that it is
strong?and?firm?and?does?not?weaken."
3267,S90,Q4,vociferous,[vo??s?f?r?s],喧嚷的  expressed in a very loud?or?forceful?way
3268,S90,Q4,tepid,[?t?p?d],"1.  微温的  lukewarm
2.  不热情的  not?energetic?or?excited"
3269,S90,Q4,disavow,[?d?s??va?],"否认  ,  拒绝接受，  拒绝对...承担责任  to deny responsibility for : repudiate，disclaim，gainsay"
3270,S90,Q4,dissemble,[d??sembl],"掩饰，掩盖  to?hide?your?true?feelings,?opinions, etc."
3271,S90,Q5,frown,[fra?n],皱眉 to give evidence of displeasure?or?disapproval by or as if by facial expression
3272,S90,Q5,rampant,[?r?mp?nt],"1.常见的，大量的  used to describe something that is very common
2.（犯罪等坏事）猖獗的，泛滥的 growing quickly and in a way that is difficult to control"
3273,S90,Q5,detriment,[?d?tr?m?nt],损害，伤害  ??damage，??injury
3274,S90,Q6,apprehend,[??pr??h?nd],"1.  逮捕  arrest,?seize
2.  理解  to?notice?and?understand something"
3275,S90,Q7,foster,[?f?st?],养育，抚育  to give parental care to : nurture
3276,S90,Q7,cajole,[k??d?o?l],哄骗  coax
3277,S90,Q7,coax,[koks],哄骗  cajole
3278,S90,Q8,immaterial,[??m??t?ri?l],不重要的  not?important?or?significant
3279,S90,Q8,inconsequential,[?n?kɑ?ns??kwen?l],不重要的;  微不足道的;  无足轻重的  not?important
3280,S90,Q8,prophylactic,[?pro?f??l?kt?k],预防的  preventive
3281,S90,Q8,redundant,[r??d?nd?nt],多余的  exceeding what is necessary or normal : superfluous
3282,S90,Q9,diminish,[d??m?n??],"使减少;  变少  to become or to cause something to become?less in size, importance,etc."
3283,S90,Q9,extirpate,[?ekst?rpe?t],彻底摧毁  to destroy completely : wipe?out
3284,S90,Q9,eliminate,[??l?m?net],"1.  排除，根除  to put an end to or get rid of : remove
2.  淘汰  to defeat?and?remove?a team, player, etc. from a competition"
3285,S90,Q10,primitive,[?pr?m?t?v],"1.简单的，基本的  very basic?and?simple
2.原始的，初期的  belonging to or characteristic of an early stage of development : crude,
rudimentary"
3286,S90,Q10,rudimentary,[?ru?d??mentri],"1.基本的  basic?or?simple
2.发育不完全的，未成熟的  not?very?developed?or?advanced"
3287,S91,Q1,trenchant,[?trent??nt],"(批评或评论)尖锐的,犀利的  expressed?very?strongly?,effectively?,and?directly?without?worrying
about?offending?people?:????keen,?sharp,?caustic"
3288,S91,Q1,inclusiveness,[?n?klu?s?v],包括，包含  covering?or?including?everything
3289,S91,Q1,complacency,[k?m?plesnsi],"自满     a feeling of being satisfied with how things are and not wanting to try to make them
better"
3290,S91,Q2,forgo,[f?r?ɡo],放弃  to give?up the use or enjoyment of something
3291,S91,Q2,magnanimity,[?m?ɡn??n?m?ti],"宽宏大量；慷慨  Magnanimity is kindness?and?generosity toward someone, especially after
defeating them or being treated badly by them."
3292,S91,Q2,abstinence,[??bst?n?ns],节制  the practice of abstaining?from?something
3293,S91,Q2,pragmatism,[?pr?ɡm?t?z?m],实用主义  a practical approach to problems and affirs
3294,S91,Q3,laconic,[l??kɑ?n?k],言简意赅的  using few?words in speech or writing
3295,S91,Q3,intractable,[?n?tr?kt?bl],"棘手的  not?easily?managed,?controlled,?or?solved"
3296,S91,Q3,garrulity,[g??ru?l?t?],饶舌；多言  the quality or state of being garrulous
3297,S91,Q3,ostentatiousness,[?ɑsten?te???snis],"卖弄的，炫耀的  displaying wealth, knowledge, etc., in a way that is meant to attract?attention,
admiration,?or?envy"
3298,S91,Q3,tenacity,[t??n?s?ti],执着  very determined?and?do?not?give?up easily
3299,S91,Q4,onerous,[?ɑn?r?s],繁重的;  费力的  difficult?and unpleasant to?do or deal with
3300,S91,Q4,trivial,[?tr?v??l],不重要的??not?important
3301,S91,Q4,unwieldy,[?n?wi?ldi],"笨重的，难处理的  difficult?to?handle,?control, or deal with because of being large, heavy, or
complex"
3302,S91,Q5,emancipate,[??m?ns?pe?t],解放；释放  to free?someone?from someone else's control or power
3303,S91,Q5,veracity,[v??r?s?ti],真实;  诚实  truth?or?accuracy
3304,S91,Q5,jettison,[?d??t?sn],"1.  丢弃  to drop?something from a moving ship, airplane, etc.
2.  拒绝  to get rid of something : to reject?something"
3305,S91,Q6,vantage,[?vɑ?nt?d?],"优势  a state, position, or opportunity affording?superiority?or?advantage"
3306,S91,Q6,obscurity,[?b?skj?r?ti],晦涩  something that is difficult?to?understand
3307,S91,Q6,normalcy,[?n??mlsi],常态  a normal?condition?or?situation
3308,S91,Q6,eminent,[??m?n?nt],"卓越的;  有名望的  successful,?well-known?and?respected"
3309,S91,Q6,egalitarian,[??g?l??t?r??n],"平等主义者；平等主义的  aiming for?equal?wealth, status, etc., for all people"
3310,S91,Q6,unfathomable,[?n?f???m?bl],深不可测的，难以理解的??impossible?to?understand
3311,S91,Q6,mundane,[m?n?de?n],"1.单调乏味的  dull?and?ordinary:boring
2.尘世间的，世俗的  concerned with ordinary daily life rather than religious matters"
3312,S91,Q7,sacrosanct,[?s?kro?s??kt],神圣不可侵犯的  treated as if holy : inviolable
3313,S91,Q7,outmoded,[?a?t?mo?d?d],过时的  no longer useful or acceptable : not?modern?or?current
3314,S91,Q7,overrate,[?o?v?r?re?t],"高估  to rate,?value,?or?praise?too?highly"
3315,S91,Q7,canonical,[k??nɑ?n?kl],标准的;  典范的  conforming to a general rule or acceptable procedure : orthodox
3316,S91,Q7,emblematic,[?embl??m?t?k],"象征的  symbolic,?representative"
3317,S91,Q8,equivocal,[??kw?v?kl],"1. (故意的）含糊其辞的  having two or more interpretations and usually used?to?mislead?or confuse
2.  难以理解的  not?easily?understood?or?explained"
3318,S91,Q8,transient,[?tr?nz?rnt],短暂的  not?lasting?long
3319,S91,Q9,decimal,[?d?s?ml],十进制的  based?on?the?number?10
3320,S91,Q9,divergent,[da??v?d??nt],不同的;  有分歧的  differing?from?each?other or from a standard
3321,S91,Q10,fanatical,[f??n?t?kl],狂热的  marked by excessive?enthusiasm and often intense uncritical devotion
3322,S91,Q10,indifferent,[?n?d?fr?nt],"1.  没兴趣的，冷淡的  marked by a lack of enthusiasm : apathetic
2.  公正的  marked by impartiality : unbiased"
3323,S91,Q10,proficient,[pr??f??nt],精通的  good?at?doing?something
3324,S91,Q10,apathetic,[??p??θ?t?k],没兴趣的  having little or interest or concern：??indifferent
3325,S92,Q1,abhorrent,[?b?h??r?nt],令人憎恶的  causing or deserving strong?dislike?or?hatred
3326,S92,Q1,extol,[?k?stol],颂扬；赞美  to praise?highly : glorify
3327,S92,Q1,disdain,[d?s?den],"鄙视，蔑视  a feeling of contempt for someone or something regarded as unworthy or
inferior : scorn"
3328,S92,Q2,tenacious,[t??ne??s],执着的  very?determined to do something
3329,S92,Q2,subtle,[?s?tl],"1.不易察觉的  hard to notice or see : not obvious
2.  难以理解的  difficult to understand or perceive : obscure
3.  狡猾的  ??clever?and?indirect?: not showing your real purpose
4.  敏感的，有洞察力的  having or showing skill at recognizing and understanding things that
are not obvious"
3330,S92,Q2,allure,[??l?r],引诱  to entice by charm or attraction
3331,S92,Q2,refractory,[r??fr?kt?ri],难驾驭的;  不服管束的     difficult?to?control?or?deal?with
3332,S92,Q2,obstinate,[?ɑbst?n?t],"1.  顽固的；倔强的  refusing?to?change?your behavior or your ideas
2.  难以控制的  difficult?to?deal?with,?remove, etc."
3333,S92,Q2,brazen,[?brezn],"厚颜无耻的  acting or done in a very open?and?shocking?way?without?shame?or
embarrassment"
3334,S92,Q2,hubris,[?hju?br?s],傲慢；狂妄自大  a great or foolish amount of pride?or?confidence
3335,S92,Q2,staunch,[st?nt?],"坚定的；忠诚的  very devoted?or?loyal to a person, belief, or cause"
3336,S92,Q2,fealty,[?fi??lti],"忠诚；忠实  loyalty to a person, group, etc."
3337,S92,Q3,evade,[??ved],"1.回避谈论〔某事，尤因试图隐瞒〕to avoid talking about something, especially because you are trying to?hide?something??
2.  逃避〔该做的事〕to not do or deal with something that you should do
3.避开  to avoid sb/sth"
3338,S92,Q4,disavow,[?d?s??va?],"否认  ,  拒绝接受，  拒绝对...承担责任  to deny responsibility for : repudiate，disclaim，gainsay"
3339,S92,Q4,appraise,[??prez],评价，鉴定  to give?an?official?opinion about the value of something
3340,S92,Q5,ephemeral,[??f?m?r?l],短暂的  lasting a very?short?time
3341,S92,Q5,transitory,[?tr?ns?t?ri],短暂的  lasting?only?for?a?short?time
3342,S92,Q6,obscurity,[?b?skj?r?ti],晦涩  something that is difficult?to?understand
3343,S92,Q6,estrangement,[??stre?nd?m?nt],疏远  alienation
